sq_candidato,Position,Candidate,Party,sum_votes,count_local,min_abs_votes,max_abs_votes,min_prop_votes,max_prop_votes
190002142552,Councilman/Councilwoman,ANDRÉ BARROS - 50420 (PSOL),50 - PSOL,5887,1233,1,46,0.02,2.88
190002142553,Councilman/Councilwoman,BRUNO MOSS - 50002 (PSOL),50 - PSOL,181,125,1,9,0.02,0.61
190002142554,Councilman/Councilwoman,PAULO PINHEIRO - 50111 (PSOL),50 - PSOL,14889,1291,1,125,0.02,4.65
190002142555,Councilman/Councilwoman,VANDERLEA AGUIAR - 50500 (PSOL),50 - PSOL,1756,701,1,43,0.02,1.4
190002142556,Councilman/Councilwoman,PEDRO DA COLETIVA CARIOCA - 50021 (PSOL),50 - PSOL,2502,840,1,27,0.01,1.02
190002142557,Councilman/Councilwoman,PROF ENFERMEIRO BRUNO BARBOSA - 50013 (PSOL),50 - PSOL,299,233,1,10,0.01,0.41
190002142558,Councilman/Councilwoman,DOUGLAS HELIODORO - 18003 (REDE),18 - REDE,446,186,1,43,0.01,0.96
190002144973,Councilman/Councilwoman,BIL KELE BK - 35555 (PMB),35 - PMB,190,141,1,5,0.01,0.67
190002159122,Councilman/Councilwoman,VINICIUS CORDEIRO - 23444 (CIDADANIA),23 - CIDADANIA,4471,1146,1,74,0.02,3.3
190002159123,Councilman/Councilwoman,MARCELO BRAÇO - 23064 (CIDADANIA),23 - CIDADANIA,492,145,1,92,0.02,2.89
190002159124,Councilman/Councilwoman,FABINHO CHAVES - 23345 (CIDADANIA),23 - CIDADANIA,83,47,1,9,0.02,0.51
190002159125,Councilman/Councilwoman,GLAUCIO PUPE - 23000 (CIDADANIA),23 - CIDADANIA,149,96,1,19,0.02,1.45
190002159126,Councilman/Councilwoman,CRISTINA DO COLETIVO CIDADÃO - 23667 (CIDADANIA),23 - CIDADANIA,211,111,1,25,0.01,1.0
190002159127,Councilman/Councilwoman,MARLI ALVES - 23611 (CIDADANIA),23 - CIDADANIA,106,39,1,17,0.03,0.79
190002159128,Councilman/Councilwoman,DINHO VALLADARES - 23123 (CIDADANIA),23 - CIDADANIA,167,133,1,3,0.02,0.24
190002159129,Councilman/Councilwoman,JAQUE VASCONCELLOS - 23333 (CIDADANIA),23 - CIDADANIA,380,242,1,7,0.02,0.53
190002159130,Councilman/Councilwoman,RAYLA VIEIRA DA SILVA - 23519 (CIDADANIA),23 - CIDADANIA,223,153,1,8,0.02,0.73
190002159131,Councilman/Councilwoman,SERGINHO TAMO JUNTO - 23777 (CIDADANIA),23 - CIDADANIA,224,102,1,19,0.01,0.77
190002159132,Councilman/Councilwoman,RENATINHO DA KOMBI - 23216 (CIDADANIA),23 - CIDADANIA,982,199,1,115,0.01,4.46
190002159133,Councilman/Councilwoman,CAPITÃO PRUJANSKY SHALOM - 23190 (CIDADANIA),23 - CIDADANIA,753,446,1,14,0.02,0.79
190002159134,Councilman/Councilwoman,ARONY COLETIVO JPA - 23456 (CIDADANIA),23 - CIDADANIA,544,192,1,32,0.02,2.37
190002159135,Councilman/Councilwoman,SERGINHO HONDJAKOFF CABEÇÃO - 23022 (CIDADANIA),23 - CIDADANIA,456,353,1,5,0.01,0.45
190002159136,Councilman/Councilwoman,DENISE VIEIRA - 23637 (CIDADANIA),23 - CIDADANIA,78,58,1,5,0.02,0.23
190002159137,Councilman/Councilwoman,BRUCE BARBOSA DO COLETIVO RPG - 23020 (CIDADANIA),23 - CIDADANIA,10,9,1,2,0.02,0.1
190002159138,Councilman/Councilwoman,ROSALIA BALBINA - 23636 (CIDADANIA),23 - CIDADANIA,263,81,1,54,0.02,1.32
190002159139,Councilman/Councilwoman,ALDINHO RIBEIRO - 23100 (CIDADANIA),23 - CIDADANIA,269,92,1,41,0.01,1.11
190002159140,Councilman/Councilwoman,FELIPI SOARES - 23109 (CIDADANIA),23 - CIDADANIA,171,110,1,6,0.01,0.36
190002159141,Councilman/Councilwoman,WILLIAM MACEDO - 23681 (CIDADANIA),23 - CIDADANIA,95,50,1,21,0.02,0.45
190002159142,Councilman/Councilwoman,ORESTES BARBOSA - 45007 (PSDB),45 - PSDB,222,137,1,11,0.01,0.46
190002159143,Councilman/Councilwoman,CLAUDIA FERREIRA - 45555 (PSDB),45 - PSDB,171,140,1,9,0.01,0.24
190002159144,Councilman/Councilwoman,GILMAR AMIGO DOS ANIMAIS - 45444 (PSDB),45 - PSDB,501,116,1,147,0.01,4.38
190002159145,Councilman/Councilwoman,PASTORA NEIDE FELISBERTO - 45123 (PSDB),45 - PSDB,159,116,1,8,0.01,0.31
190002159146,Councilman/Councilwoman,ULISSES SALGADO - 45657 (PSDB),45 - PSDB,93,79,1,3,0.01,0.23
190002159147,Councilman/Councilwoman,OTAVIO BERGHER - 45245 (PSDB),45 - PSDB,4416,607,1,343,0.02,7.85
190002159148,Councilman/Councilwoman,ANDRE LUIZ - 45016 (PSDB),45 - PSDB,170,96,1,9,0.02,0.58
190002159149,Councilman/Councilwoman,RICARDO SÁ - 45888 (PSDB),45 - PSDB,1910,562,1,188,0.01,8.02
190002159150,Councilman/Councilwoman,RITH GALDINO DAS OSTOMIA - 45156 (PSDB),45 - PSDB,266,133,1,26,0.01,1.32
190002159151,Councilman/Councilwoman,TIA CRIS  - 45777 (PSDB),45 - PSDB,148,74,1,39,0.01,1.1
190002159152,Councilman/Councilwoman,CARLOS VICENTE - 45999 (PSDB),45 - PSDB,617,217,1,57,0.02,3.9
190002159153,Councilman/Councilwoman,MARCELAO CARIOCA GAMES - 45000 (PSDB),45 - PSDB,767,411,1,49,0.01,3.13
190002159154,Councilman/Councilwoman,GUILHERME LEONEL - 45678 (PSDB),45 - PSDB,1416,710,1,27,0.01,1.62
190002159155,Councilman/Councilwoman,HORTENCIA PICCIANI - 45159 (PSDB),45 - PSDB,235,147,1,12,0.02,0.53
190002159156,Councilman/Councilwoman,ÀGUEDA MOURA - 45980 (PSDB),45 - PSDB,114,85,1,4,0.01,0.22
190002159157,Councilman/Councilwoman,PAULO CABELO - 45666 (PSDB),45 - PSDB,613,281,1,51,0.01,1.62
190002159158,Councilman/Councilwoman,ROSANGELA DO IPASE - 45015 (PSDB),45 - PSDB,86,35,1,16,0.02,0.56
190002159159,Councilman/Councilwoman,SANDRA ALEIXO - 45333 (PSDB),45 - PSDB,125,80,1,18,0.02,1.11
190002159160,Councilman/Councilwoman,WILLIAM VILAR - 45045 (PSDB),45 - PSDB,828,452,1,22,0.02,0.83
190002159161,Councilman/Councilwoman,MC CACAU - 45234 (PSDB),45 - PSDB,229,175,1,8,0.01,0.47
190002159162,Councilman/Councilwoman,ROSALVO - 45321 (PSDB),45 - PSDB,15,14,1,2,0.02,0.07
190002159163,Councilman/Councilwoman,SERGIO CORRÊA - 45826 (PSDB),45 - PSDB,344,91,1,107,0.01,3.55
190002159164,Councilman/Councilwoman,TALITA GALHARDO - 45001 (PSDB),45 - PSDB,20352,1326,1,439,0.02,10.31
190002159165,Councilman/Councilwoman,BISPA ROSILENE OLIMPIO - 45277 (PSDB),45 - PSDB,198,101,1,21,0.01,0.83
190002159166,Councilman/Councilwoman,JORGE PINEL DA BICICLETA - 45022 (PSDB),45 - PSDB,179,102,1,24,0.01,0.73
190002159167,Councilman/Councilwoman,DANI DAMASIO - 45138 (PSDB),45 - PSDB,135,84,1,9,0.01,0.52
190002159168,Councilman/Councilwoman,RAPHAEL PERDIGAO - 45789 (PSDB),45 - PSDB,342,209,1,14,0.01,0.98
190002159169,Councilman/Councilwoman,FABIANO BRAMÉ - 45345 (PSDB),45 - PSDB,34,28,1,3,0.01,0.27
190002159170,Councilman/Councilwoman,ALEX COIA - 45100 (PSDB),45 - PSDB,505,198,1,48,0.01,1.79
190002159171,Councilman/Councilwoman,EDSON DE CASTRO - 45222 (PSDB),45 - PSDB,184,118,1,15,0.02,0.96
190002159172,Councilman/Councilwoman,ALEX RAMOS - 45200 (PSDB),45 - PSDB,241,171,1,9,0.02,1.73
190002169838,Councilman/Councilwoman,LUIZA COSTA - 12283 (PDT),12 - PDT,272,88,1,35,0.01,1.19
190002169839,Councilman/Councilwoman,MARCIA NUNES - 12400 (PDT),12 - PDT,2906,957,1,23,0.01,0.96
190002169840,Councilman/Councilwoman,PROFESSOR ALEXANDRE - 12130 (PDT),12 - PDT,1123,381,1,37,0.01,1.53
190002169841,Councilman/Councilwoman,DIRETORA ANA PAULA - 12018 (PDT),12 - PDT,1472,400,1,105,0.01,6.59
190002169842,Councilman/Councilwoman,JOAO CALANDRINI - 12331 (PDT),12 - PDT,72,54,1,4,0.01,0.18
190002169843,Councilman/Councilwoman,JUJU SOCIAL - 12101 (PDT),12 - PDT,2026,432,1,220,0.01,11.02
190002169844,Councilman/Councilwoman,LOLA DA PAZ - 12176 (PDT),12 - PDT,326,127,1,36,0.02,1.9
190002169845,Councilman/Councilwoman,POLLYANNA PERITA SCUDERIE - 12456 (PDT),12 - PDT,63,60,1,2,0.02,0.2
190002169846,Councilman/Councilwoman,VIVI ZAMPIERI - 12058 (PDT),12 - PDT,607,382,1,7,0.01,0.34
190002169847,Councilman/Councilwoman,WILSON DO HOSPITAL - 12778 (PDT),12 - PDT,234,96,1,24,0.02,3.9
190002169848,Councilman/Councilwoman,NILDES SAMPAIO - 12003 (PDT),12 - PDT,409,270,1,11,0.02,0.54
190002169849,Councilman/Councilwoman,OKINGA - 12321 (PDT),12 - PDT,896,483,1,17,0.01,0.71
190002169850,Councilman/Councilwoman,EDUARDO ACOSTA - 12212 (PDT),12 - PDT,137,104,1,6,0.02,0.33
190002169851,Councilman/Councilwoman,GEOVANI SANTOS - 12300 (PDT),12 - PDT,809,432,1,44,0.02,1.64
190002169852,Councilman/Councilwoman,PROFESSOR PEDRO CAVALCANTE - 12000 (PDT),12 - PDT,658,379,1,18,0.01,0.92
190002169853,Councilman/Councilwoman,ROGERIO DO LAVA JATO - 12120 (PDT),12 - PDT,286,139,1,49,0.02,1.35
190002169854,Councilman/Councilwoman,IVAN FERNANDES - 12222 (PDT),12 - PDT,399,276,1,10,0.01,0.54
190002169855,Councilman/Councilwoman,LEO MOTTA - 12012 (PDT),12 - PDT,493,291,1,64,0.01,3.53
190002169856,Councilman/Councilwoman,MARCELO MANHAES - 12800 (PDT),12 - PDT,3917,1012,1,190,0.01,10.04
190002169857,Councilman/Councilwoman,DR SERGIO MOTA - 12612 (PDT),12 - PDT,330,133,1,46,0.02,1.52
190002169858,Councilman/Councilwoman,VALDIR VIRGENS - 12111 (PDT),12 - PDT,364,165,1,23,0.02,1.45
190002169859,Councilman/Councilwoman,WILTON CLEBER - 12204 (PDT),12 - PDT,131,84,1,8,0.02,0.65
190002169860,Councilman/Councilwoman,RICARDO DAMIAO - 12742 (PDT),12 - PDT,757,236,1,246,0.02,9.4
190002169861,Councilman/Councilwoman,TARZAN DE VILA ISABEL - 12333 (PDT),12 - PDT,409,207,1,17,0.02,0.83
190002169862,Councilman/Councilwoman,ALEX COSTA - 12133 (PDT),12 - PDT,498,145,1,73,0.02,3.55
190002169863,Councilman/Councilwoman,CARLOS FERREIRA - 12555 (PDT),12 - PDT,341,190,1,68,0.02,1.03
190002169864,Councilman/Councilwoman,PROFESSOR MARCELO BARATA - 12047 (PDT),12 - PDT,327,133,1,46,0.01,1.35
190002169865,Councilman/Councilwoman,TALBINHA - 12030 (PDT),12 - PDT,317,62,1,85,0.02,3.01
190002169866,Councilman/Councilwoman,BEBETO AMIGO DO BAIRRO - 12010 (PDT),12 - PDT,231,81,1,32,0.01,0.82
190002169867,Councilman/Councilwoman,DR CARLOS EDUARDO - 12044 (PDT),12 - PDT,13718,1248,1,302,0.02,8.58
190002169868,Councilman/Councilwoman,BETO LOBAO - 12550 (PDT),12 - PDT,284,120,1,62,0.01,2.25
190002169869,Councilman/Councilwoman,PROFESSOR BETO MOREIRA - 12121 (PDT),12 - PDT,657,438,1,10,0.01,0.62
190002169870,Councilman/Councilwoman,LUZIENE QUEIROZ - 12336 (PDT),12 - PDT,123,67,1,39,0.02,1.99
190002169871,Councilman/Councilwoman,DEISE MENEZES - 12888 (PDT),12 - PDT,633,236,1,81,0.01,2.88
190002169872,Councilman/Councilwoman,EMMANUEL VIEGAS - 12013 (PDT),12 - PDT,153,118,1,6,0.02,0.59
190002169873,Councilman/Councilwoman,LUCIANE COSTA - 12022 (PDT),12 - PDT,2826,378,1,846,0.01,20.85
190002169874,Councilman/Councilwoman,WALACE MEIRELLES - 12007 (PDT),12 - PDT,305,155,1,12,0.01,0.49
190002169875,Councilman/Councilwoman,WELINGTON DIAS - 12777 (PDT),12 - PDT,20147,1009,1,751,0.01,38.39
190002169876,Councilman/Councilwoman,VANIA RIBEIRO - 12005 (PDT),12 - PDT,168,91,1,9,0.02,0.72
190002169877,Councilman/Councilwoman,LUCAS VASQUES - 12021 (PDT),12 - PDT,1010,458,1,48,0.02,2.51
190002169878,Councilman/Councilwoman,MARIANA DE SOUZA - 12347 (PDT),12 - PDT,1785,271,1,276,0.02,6.52
190002169879,Councilman/Councilwoman,VINICIUS SANCHEZ - 12006 (PDT),12 - PDT,298,217,1,22,0.02,1.66
190002169880,Councilman/Councilwoman,ADILSON TAIPAN - 12910 (PDT),12 - PDT,756,386,1,33,0.02,1.0
190002169881,Councilman/Councilwoman,CELSO JUCÁ - 12238 (PDT),12 - PDT,89,68,1,7,0.01,0.48
190002169882,Councilman/Councilwoman,LIS SALGUEIRO - 12999 (PDT),12 - PDT,107,78,1,7,0.02,0.26
190002169883,Councilman/Councilwoman,TIA SONIA - 12240 (PDT),12 - PDT,55,32,1,8,0.02,0.3
190002169884,Councilman/Councilwoman,BARBARA EWERS - 12369 (PDT),12 - PDT,263,184,1,13,0.01,0.39
190002169885,Councilman/Councilwoman,PEDRO PORTO - 12345 (PDT),12 - PDT,4220,1163,1,35,0.01,1.57
190002169886,Councilman/Councilwoman,SOL VEGA - 12100 (PDT),12 - PDT,111,95,1,3,0.02,0.22
190002169887,Councilman/Councilwoman,TONINHO BONDADE - 12123 (PDT),12 - PDT,2039,377,1,308,0.01,6.78
190002169888,Councilman/Councilwoman,PROFESSORA SONIA GASPAR - 12444 (PDT),12 - PDT,985,432,1,21,0.01,0.74
190002169889,Councilman/Councilwoman,BARTOLOMEU FRANÇA - 12334 (PDT),12 - PDT,143,109,1,3,0.02,0.43
190002171227,Councilman/Councilwoman,GURGEL - 44444 (UNIÃO),44 - UNIÃO,3211,1032,1,34,0.01,1.09
190002171228,Councilman/Councilwoman,PROFESSOR DOUGLAS MARIANO - 44999 (UNIÃO),44 - UNIÃO,78,61,1,5,0.02,0.32
190002171229,Councilman/Councilwoman,SANCLER MELLO - 44744 (UNIÃO),44 - UNIÃO,2639,781,1,60,0.01,2.06
190002171230,Councilman/Councilwoman,WALDIR BRAZÃO - 44101 (UNIÃO),44 - UNIÃO,4501,956,1,290,0.02,9.27
190002171231,Councilman/Councilwoman,JORGE CANELLA - 44123 (UNIÃO),44 - UNIÃO,19353,1339,1,389,0.02,11.27
190002171232,Councilman/Councilwoman,PROF. RICARDO MALUF - 44433 (UNIÃO),44 - UNIÃO,171,117,1,11,0.02,0.28
190002171233,Councilman/Councilwoman,ELIEL DO CARMO - 44300 (UNIÃO),44 - UNIÃO,9802,1230,1,46,0.02,2.82
190002171234,Councilman/Councilwoman,UZIEL LIMA - 44077 (UNIÃO),44 - UNIÃO,199,135,1,8,0.01,0.51
190002171235,Councilman/Councilwoman,MARCIO KARRÉ - 44908 (UNIÃO),44 - UNIÃO,345,136,1,69,0.02,4.61
190002171236,Councilman/Councilwoman,CACÁ - 44111 (UNIÃO),44 - UNIÃO,936,323,1,56,0.01,2.36
190002171237,Councilman/Councilwoman,JORGE BABU - 44044 (UNIÃO),44 - UNIÃO,10639,695,1,519,0.01,13.68
190002171238,Councilman/Councilwoman,ELAINE FERNANDES - 44144 (UNIÃO),44 - UNIÃO,107,61,1,22,0.02,1.0
190002171239,Councilman/Councilwoman,CARECA DO FRETE - 44563 (UNIÃO),44 - UNIÃO,593,129,1,138,0.02,4.35
190002171240,Councilman/Councilwoman,CIDINHO DA LOTUS - 44624 (UNIÃO),44 - UNIÃO,128,44,1,44,0.02,1.23
190002171241,Councilman/Councilwoman,ONASSIS - 44900 (UNIÃO),44 - UNIÃO,636,196,1,69,0.01,3.47
190002171242,Councilman/Councilwoman,MARCELO DO TAXI - 44007 (UNIÃO),44 - UNIÃO,6749,1227,1,70,0.02,3.04
190002171243,Councilman/Councilwoman,JORGE MURILO - 44232 (UNIÃO),44 - UNIÃO,308,120,1,32,0.02,1.22
190002171244,Councilman/Councilwoman,ALISSON DA SILVA - 44110 (UNIÃO),44 - UNIÃO,264,135,1,21,0.02,1.33
190002171245,Councilman/Councilwoman,LILIA BAPTISTA - 44777 (UNIÃO),44 - UNIÃO,317,140,1,21,0.01,2.16
190002171246,Councilman/Councilwoman,TIAGO FRANÇA - 44208 (UNIÃO),44 - UNIÃO,188,127,1,13,0.02,0.82
190002171247,Councilman/Councilwoman,GILMAR REIS - 44153 (UNIÃO),44 - UNIÃO,972,490,1,37,0.01,1.62
190002171248,Councilman/Councilwoman,MARLEIDE FORTE ABRAÇO  - 44072 (UNIÃO),44 - UNIÃO,189,75,1,15,0.01,0.89
190002171249,Councilman/Councilwoman,DUDA MELO - 44700 (UNIÃO),44 - UNIÃO,315,144,1,10,0.02,0.31
190002171250,Councilman/Councilwoman,ULISSES MARINS - 44523 (UNIÃO),44 - UNIÃO,17858,797,1,1315,0.01,38.39
190002171251,Councilman/Councilwoman,ROGÉRIO MARQUES - 44442 (UNIÃO),44 - UNIÃO,162,114,1,5,0.02,0.26
190002171252,Councilman/Councilwoman,PINGO DO GÁS - 44130 (UNIÃO),44 - UNIÃO,610,113,1,170,0.02,10.33
190002171253,Councilman/Councilwoman,MESTRE MÁRCIA - 44100 (UNIÃO),44 - UNIÃO,430,103,1,247,0.02,5.85
190002171254,Councilman/Councilwoman,DRA ÂNGELA TENÓRIO - 44888 (UNIÃO),44 - UNIÃO,773,417,1,14,0.01,1.14
190002171255,Councilman/Councilwoman,VICTOR AGUIAR - 44022 (UNIÃO),44 - UNIÃO,11,10,1,2,0.03,0.13
190002171256,Councilman/Councilwoman,JORGINHO VISÃO - 44103 (UNIÃO),44 - UNIÃO,982,405,1,198,0.01,3.35
190002171257,Councilman/Councilwoman,MARCELO MAYWALD - 44500 (UNIÃO),44 - UNIÃO,9905,846,1,461,0.01,9.58
190002171258,Councilman/Councilwoman,CARLA KIELING - 44555 (UNIÃO),44 - UNIÃO,295,221,1,5,0.01,0.29
190002171259,Councilman/Councilwoman,PASTORA GEORGIA - 44240 (UNIÃO),44 - UNIÃO,179,60,1,45,0.02,1.86
190002171260,Councilman/Councilwoman,MÔNICA D  SÁ - 44009 (UNIÃO),44 - UNIÃO,123,92,1,5,0.02,0.27
190002171261,Councilman/Councilwoman,GEORGETE ROCHA - 44333 (UNIÃO),44 - UNIÃO,91,77,1,3,0.02,0.4
190002171262,Councilman/Councilwoman,LEANDRO ASSUMPÇÃO - 44789 (UNIÃO),44 - UNIÃO,735,178,1,218,0.02,9.67
190002171263,Councilman/Councilwoman,LORIENE VIT´ÓRIA  - 44122 (UNIÃO),44 - UNIÃO,49,46,1,2,0.02,0.12
190002171264,Councilman/Councilwoman,PROFESSORA GRAVATÁ - 44321 (UNIÃO),44 - UNIÃO,543,346,1,6,0.02,0.36
190002171265,Councilman/Councilwoman,SIDNEIA - 44408 (UNIÃO),44 - UNIÃO,8,5,1,3,0.03,0.1
190002171266,Councilman/Councilwoman,PANTERA - 44222 (UNIÃO),44 - UNIÃO,1140,564,1,19,0.02,0.79
190002171267,Councilman/Councilwoman,SERAFIM - 44000 (UNIÃO),44 - UNIÃO,4099,902,1,107,0.02,2.2
190002171268,Councilman/Councilwoman,MOACYR JUNIOR - 44400 (UNIÃO),44 - UNIÃO,142,98,1,11,0.01,0.28
190002171269,Councilman/Councilwoman,PSICÓLOGA ALESSANDRA AUGUSTO - 44556 (UNIÃO),44 - UNIÃO,182,139,1,6,0.02,0.37
190002208844,Councilman/Councilwoman,AGLES STEIB - 10100 (REPUBLICANOS),10 - REPUBLICANOS,438,303,1,19,0.01,1.09
190002208845,Councilman/Councilwoman,GLAUCIO  MARUJO - 10173 (REPUBLICANOS),10 - REPUBLICANOS,227,106,1,18,0.02,1.1
190002208846,Councilman/Councilwoman,ADEILDO VILELA - 10125 (REPUBLICANOS),10 - REPUBLICANOS,760,270,1,43,0.02,2.71
190002208847,Councilman/Councilwoman,ALEX BRAZ - 10011 (REPUBLICANOS),10 - REPUBLICANOS,7557,809,1,829,0.02,19.43
190002208849,Councilman/Councilwoman,PABLO MELLO - 10000 (REPUBLICANOS),10 - REPUBLICANOS,3319,825,1,271,0.02,9.29
190002208850,Councilman/Councilwoman,ROBSON TAVARES  - 10335 (REPUBLICANOS),10 - REPUBLICANOS,1456,196,1,256,0.01,12.46
190002208851,Councilman/Councilwoman,MAJOR ELITUSALÉM - 10190 (REPUBLICANOS),10 - REPUBLICANOS,1053,481,1,27,0.01,1.43
190002208852,Councilman/Councilwoman,RODRIGO XUXA - 10156 (REPUBLICANOS),10 - REPUBLICANOS,3012,393,1,345,0.01,8.42
190002208853,Councilman/Councilwoman,MARCUS NAVAL - 10010 (REPUBLICANOS),10 - REPUBLICANOS,2545,594,1,290,0.02,10.2
190002208854,Councilman/Councilwoman,BRUNO MARINHO NETO - 10199 (REPUBLICANOS),10 - REPUBLICANOS,129,75,1,11,0.02,0.45
190002208855,Councilman/Councilwoman,EDUARDO BADU - 10007 (REPUBLICANOS),10 - REPUBLICANOS,2735,775,1,119,0.01,4.25
190002208856,Councilman/Councilwoman,PROFESSOR MARCELO MACEDO - 10077 (REPUBLICANOS),10 - REPUBLICANOS,1696,602,1,29,0.01,1.78
190002208857,Councilman/Councilwoman,CARLOS BATISTA - 10476 (REPUBLICANOS),10 - REPUBLICANOS,181,112,1,14,0.02,0.39
190002208858,Councilman/Councilwoman,KAIO BRAZÃO FILHO - 10101 (REPUBLICANOS),10 - REPUBLICANOS,10074,1212,1,202,0.02,8.75
190002208859,Councilman/Councilwoman,GEORGE ITAL - 10500 (REPUBLICANOS),10 - REPUBLICANOS,6164,398,1,976,0.01,38.5
190002208860,Councilman/Councilwoman,DOUTOR IRAGILDO MACHADO - 10110 (REPUBLICANOS),10 - REPUBLICANOS,372,254,1,8,0.02,0.52
190002208861,Councilman/Councilwoman,EMERSON GALDINO - 10394 (REPUBLICANOS),10 - REPUBLICANOS,7943,430,1,1372,0.02,42.42
190002208862,Councilman/Councilwoman,FERNANDO COLOSSO - 10800 (REPUBLICANOS),10 - REPUBLICANOS,433,213,1,61,0.02,4.39
190002208863,Councilman/Councilwoman,MARCELO ARAÚJO - 10578 (REPUBLICANOS),10 - REPUBLICANOS,269,135,1,41,0.01,1.77
190002208864,Councilman/Councilwoman,RAFAEL DA EMPADA - 10050 (REPUBLICANOS),10 - REPUBLICANOS,708,106,1,157,0.02,3.53
190002208865,Councilman/Councilwoman,INALDO SILVA - 10567 (REPUBLICANOS),10 - REPUBLICANOS,19116,1211,1,285,0.02,32.53
190002208866,Councilman/Councilwoman,GAROTINHO - 10123 (REPUBLICANOS),10 - REPUBLICANOS,8753,1257,1,227,0.02,8.15
190002208867,Councilman/Councilwoman,DRA DENISE CORDEIRO - 10001 (REPUBLICANOS),10 - REPUBLICANOS,79,67,1,3,0.01,0.25
190002208868,Councilman/Councilwoman,LÍGIA ALVES - 10210 (REPUBLICANOS),10 - REPUBLICANOS,110,62,1,13,0.01,0.63
190002208869,Councilman/Councilwoman,SUELY CIGOLINI - 10033 (REPUBLICANOS),10 - REPUBLICANOS,46,30,1,4,0.02,0.37
190002208870,Councilman/Councilwoman,DRA. ALEXANDRA MENEZES - 10888 (REPUBLICANOS),10 - REPUBLICANOS,1334,395,1,110,0.02,2.65
190002208871,Councilman/Councilwoman,TÂNIA BASTOS - 10999 (REPUBLICANOS),10 - REPUBLICANOS,20424,1224,1,359,0.02,11.19
190002208872,Councilman/Councilwoman,MILTON BAHIA - 10223 (REPUBLICANOS),10 - REPUBLICANOS,553,187,1,31,0.01,1.24
190002208873,Councilman/Councilwoman,VÂNIA AMARO - 10020 (REPUBLICANOS),10 - REPUBLICANOS,88,43,1,18,0.02,0.6
190002208874,Councilman/Councilwoman,MARCOS GATINHO - 10004 (REPUBLICANOS),10 - REPUBLICANOS,297,171,1,28,0.02,1.2
190002208875,Councilman/Councilwoman,MISSIONÁRIA CARLA MAX - 10467 (REPUBLICANOS),10 - REPUBLICANOS,422,82,1,60,0.01,1.57
190002208876,Councilman/Councilwoman,SOLANGE DO CHARME - 10112 (REPUBLICANOS),10 - REPUBLICANOS,122,98,1,5,0.01,0.2
190002208877,Councilman/Councilwoman,MARCELO GREGORY - 10551 (REPUBLICANOS),10 - REPUBLICANOS,1734,388,1,60,0.01,4.68
190002208878,Councilman/Councilwoman,BENCARDINO - 10333 (REPUBLICANOS),10 - REPUBLICANOS,7663,881,1,254,0.01,7.59
190002208879,Councilman/Councilwoman,DOUTOR GILDARTE O RODOVIÁRIO - 10019 (REPUBLICANOS),10 - REPUBLICANOS,86,57,1,5,0.02,1.33
190002208880,Councilman/Councilwoman,DAVID MARIANO - 10456 (REPUBLICANOS),10 - REPUBLICANOS,11584,935,1,253,0.02,9.36
190002208881,Councilman/Councilwoman,TAÍSE PELOS ANIMAIS - 10233 (REPUBLICANOS),10 - REPUBLICANOS,167,119,1,7,0.01,0.29
190002208882,Councilman/Councilwoman,SARGENTO SACRAMENTO - 10911 (REPUBLICANOS),10 - REPUBLICANOS,2,2,1,1,0.03,0.06
190002208883,Councilman/Councilwoman,LUCIANO GARCIA - 10345 (REPUBLICANOS),10 - REPUBLICANOS,2485,317,1,611,0.02,15.77
190002208884,Councilman/Councilwoman,GIGI CASTILHO - 10444 (REPUBLICANOS),10 - REPUBLICANOS,13492,950,1,387,0.02,15.53
190002208885,Councilman/Councilwoman,ELZIANE RIBEIRO - 10779 (REPUBLICANOS),10 - REPUBLICANOS,383,119,1,39,0.02,2.12
190002208886,Councilman/Councilwoman,REBECA PESTANA - 10797 (REPUBLICANOS),10 - REPUBLICANOS,273,133,1,13,0.02,0.79
190002208887,Councilman/Councilwoman,PROFESSORA JANAINA RIBEIRO - 10401 (REPUBLICANOS),10 - REPUBLICANOS,56,28,1,11,0.02,0.32
190002208888,Councilman/Councilwoman,VIVIANE PETISCO - 10477 (REPUBLICANOS),10 - REPUBLICANOS,359,133,1,38,0.02,1.29
190002208889,Councilman/Councilwoman,DRA. RENATA - 10222 (REPUBLICANOS),10 - REPUBLICANOS,6452,1014,1,226,0.02,8.6
190002208890,Councilman/Councilwoman,MARIO GOMES - 10700 (REPUBLICANOS),10 - REPUBLICANOS,4492,1213,1,26,0.02,2.17
190002208891,Councilman/Councilwoman,THIAGO RABONI - 10400 (REPUBLICANOS),10 - REPUBLICANOS,1324,313,1,66,0.02,5.01
190002208892,Councilman/Councilwoman,PASTOR SÉRGIO ALVES - 10300 (REPUBLICANOS),10 - REPUBLICANOS,3162,507,1,403,0.01,6.49
190002208893,Councilman/Councilwoman,GALÔ FERNANDES - 10777 (REPUBLICANOS),10 - REPUBLICANOS,11329,910,1,412,0.01,22.4
190002208894,Councilman/Councilwoman,CUNHA - 10024 (REPUBLICANOS),10 - REPUBLICANOS,58,45,1,3,0.01,0.17
190002208895,Councilman/Councilwoman,GISELE NASCIMENTO - 10478 (REPUBLICANOS),10 - REPUBLICANOS,3265,835,1,38,0.02,1.23
190002211154,Councilman/Councilwoman,ANGELICA MARCELINO - 15055 (MDB),15 - MDB,194,120,1,22,0.01,0.72
